math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
84,68,76,100,88,87,79,94,19,83,Software Development
90,100,60,100,55,38,96,74,20,42,Robotics / Automation
63,77,80,65,75,93,35,98,69,41,Civil Engineering
76,85,59,100,13,41,12,73,36,90,Civil Engineering
54,100,85,73,26,58,17,70,98,51,Software Development
68,64,67,74,22,45,78,88,64,91,Electronics & Communication
93,100,72,59,12,81,27,59,45,56,Data Science / AI
66,69,54,53,26,25,46,60,35,68,Robotics / Automation
100,76,57,89,60,33,51,92,45,48,Civil Engineering
57,55,57,100,84,91,31,59,99,67,Civil Engineering
71,40,88,69,61,36,34,86,23,88,Cybersecurity
47,67,77,82,84,85,90,48,11,57,Electrical Engineering
100,59,70,62,83,43,74,95,20,44,Data Science / AI
51,85,76,80,92,62,99,59,47,88,Mechanical Engineering
81,61,54,75,89,62,67,96,13,82,Data Science / AI
92,96,81,75,37,52,38,86,24,34,Civil Engineering
79,72,54,75,23,59,23,31,54,33,Data Science / AI
54,70,94,89,61,41,82,87,44,34,Civil Engineering
61,70,57,73,20,34,38,39,44,64,Cloud / DevOps
90,81,100,96,70,95,63,71,94,56,Electronics & Communication
78,82,66,54,78,22,46,15,82,99,Cybersecurity
94,87,66,79,21,17,19,65,73,57,Electrical Engineering
93,84,48,79,19,42,79,21,23,81,Mechanical Engineering
72,88,85,98,46,84,93,100,85,40,Mechanical Engineering
58,60,86,64,16,49,93,30,14,49,Electronics & Communication
52,79,61,100,81,63,63,25,61,99,Software Development
79,74,64,100,19,89,87,15,41,67,Mechanical Engineering
80,65,58,73,25,35,43,74,52,68,Electronics & Communication
60,87,42,72,43,29,17,36,50,55,Data Science / AI
84,77,59,86,64,17,99,71,82,42,Robotics / Automation
61,71,79,83,85,22,36,79,58,37,Civil Engineering
64,89,71,88,20,51,71,22,99,41,Robotics / Automation
97,88,86,78,24,36,27,100,22,69,Civil Engineering
86,75,51,80,12,27,48,69,95,30,Electrical Engineering
78,80,68,61,76,81,93,21,47,41,Software Development
84,52,91,70,26,78,68,90,48,70,Cybersecurity
78,80,78,49,72,99,19,87,37,85,Civil Engineering
87,76,60,61,70,75,57,72,58,67,Civil Engineering
69,52,95,100,64,34,87,19,40,100,Data Science / AI
81,68,67,88,14,91,73,48,88,44,Electronics & Communication
100,63,53,100,25,83,46,31,41,49,Data Science / AI
48,56,66,46,54,46,16,19,100,60,Data Science / AI
91,84,61,98,52,37,52,16,62,85,Cybersecurity
96,70,63,100,59,18,62,80,42,74,Civil Engineering
85,75,90,80,53,31,51,32,93,93,Electronics & Communication
67,73,85,40,19,10,27,91,56,66,Civil Engineering
70,92,62,100,72,18,100,69,84,99,Robotics / Automation
96,71,61,69,76,77,55,64,59,66,Data Science / AI
100,100,71,64,17,13,57,23,85,73,Electronics & Communication
76,75,51,76,67,54,94,61,36,76,Robotics / Automation
94,45,82,99,74,47,28,33,67,41,Robotics / Automation
66,97,59,82,29,59,61,27,93,76,Electronics & Communication
70,67,60,87,56,13,43,58,11,90,Software Development
87,71,49,82,94,15,20,47,93,65,Software Development
81,68,98,46,38,10,58,75,92,83,Electrical Engineering
41,61,80,55,43,15,99,75,66,43,Software Development
60,86,76,81,10,91,62,62,79,37,Mechanical Engineering
86,65,64,89,22,72,27,78,28,30,Robotics / Automation
54,40,63,91,62,31,34,74,24,45,Civil Engineering
78,84,40,80,94,30,27,39,28,100,Data Science / AI
84,51,82,72,33,32,81,29,46,31,Electronics & Communication
100,40,90,67,45,70,51,29,77,54,Electronics & Communication
50,64,74,93,87,85,86,48,14,30,Mechanical Engineering
100,93,55,95,21,14,80,44,67,44,Mechanical Engineering
80,62,66,62,57,23,100,24,41,74,Software Development
75,61,54,83,50,34,50,66,28,51,Electronics & Communication
84,69,90,70,85,26,10,65,47,45,Cybersecurity
70,81,68,76,72,81,15,86,69,97,Civil Engineering
40,72,42,53,40,13,26,79,12,39,Civil Engineering
54,56,61,66,13,48,23,89,46,72,Cloud / DevOps
84,75,41,76,48,19,88,52,26,95,Mechanical Engineering
79,67,69,78,93,43,46,70,81,82,Cloud / DevOps
86,48,66,100,46,90,26,80,14,52,Data Science / AI
96,84,78,100,92,75,96,81,88,58,Software Development
100,70,55,70,59,38,54,73,81,33,Electrical Engineering
100,48,62,49,69,81,84,24,95,48,Electrical Engineering
76,53,68,40,38,94,89,66,42,60,Electrical Engineering
84,90,64,72,86,83,11,50,52,100,Cybersecurity
72,74,69,88,54,73,57,85,83,69,Electrical Engineering
93,59,65,91,79,45,33,83,10,83,Cloud / DevOps
53,42,73,83,82,91,16,98,48,75,Cybersecurity
64,63,58,59,76,87,79,64,11,78,Data Science / AI
85,54,66,58,16,59,52,63,68,60,Cloud / DevOps
53,85,62,78,67,44,57,66,15,40,Electrical Engineering
52,60,81,100,50,28,66,63,21,58,Electrical Engineering
45,68,76,63,94,81,18,48,85,100,Software Development
87,58,72,65,27,55,38,91,12,95,Mechanical Engineering
93,61,64,92,34,71,61,88,88,50,Electronics & Communication
59,73,42,55,47,44,48,68,73,53,Civil Engineering
80,57,61,83,11,78,46,96,33,60,Cybersecurity
66,84,73,82,42,32,37,48,75,30,Electrical Engineering
93,76,93,91,45,20,68,100,26,69,Civil Engineering
67,91,73,67,24,52,53,41,60,43,Civil Engineering
79,88,76,100,78,53,50,68,46,33,Cloud / DevOps
91,79,54,71,32,73,82,58,11,50,Robotics / Automation
76,82,79,78,31,57,67,17,40,57,Cloud / DevOps
76,82,57,100,94,28,89,53,96,67,Cybersecurity
44,93,69,93,33,38,20,51,91,98,Cybersecurity
80,77,78,89,77,59,38,15,45,32,Data Science / AI
70,87,53,74,87,65,60,33,98,41,Electronics & Communication
87,86,76,67,30,22,72,47,30,47,Mechanical Engineering
88,61,96,73,13,48,21,62,69,99,Cybersecurity
51,54,70,77,25,55,97,40,85,52,Electrical Engineering
100,56,70,55,58,87,36,70,10,80,Cloud / DevOps
67,97,52,85,26,55,14,37,25,59,Cybersecurity
80,71,77,54,74,15,48,78,55,30,Civil Engineering
99,100,70,100,33,29,15,63,22,36,Data Science / AI
69,78,91,66,83,40,92,41,37,77,Mechanical Engineering
54,47,100,65,72,87,72,20,87,37,Software Development
72,55,84,60,17,92,12,33,100,73,Electronics & Communication
67,76,54,71,22,58,28,33,53,78,Mechanical Engineering
96,78,71,78,99,73,18,75,57,75,Cybersecurity
69,100,57,78,10,67,84,89,28,59,Mechanical Engineering
76,87,86,74,46,54,37,27,39,40,Electrical Engineering
79,76,40,46,93,90,69,69,78,39,Cybersecurity
65,63,52,88,52,58,47,66,46,61,Robotics / Automation
75,68,51,74,11,25,88,47,55,55,Data Science / AI
40,69,70,79,20,95,67,73,64,83,Civil Engineering
51,75,54,60,64,53,17,54,32,90,Electrical Engineering
85,100,70,60,18,26,13,83,30,100,Civil Engineering
77,86,79,100,21,99,92,51,71,100,Mechanical Engineering
64,75,93,100,62,94,19,89,17,49,Civil Engineering
45,71,92,100,26,41,18,96,24,80,Civil Engineering
85,66,54,100,71,90,80,97,66,33,Civil Engineering
85,59,66,80,59,90,71,90,64,56,Civil Engineering
83,58,60,45,41,27,29,35,97,92,Electrical Engineering
90,66,76,100,79,55,84,29,19,47,Cloud / DevOps
78,70,72,76,91,76,46,92,75,77,Cloud / DevOps
93,76,61,93,38,73,20,20,46,49,Mechanical Engineering
93,51,92,81,34,12,15,13,41,88,Civil Engineering
79,87,61,92,41,82,78,82,99,49,Mechanical Engineering
69,49,55,85,99,99,19,36,28,63,Electrical Engineering
60,96,87,99,54,86,94,90,74,78,Robotics / Automation
76,75,52,92,88,36,26,71,78,63,Software Development
80,80,95,64,72,94,80,35,97,93,Robotics / Automation
73,76,55,71,53,82,19,53,36,97,Cybersecurity
82,67,89,47,15,22,22,45,95,33,Electronics & Communication
91,81,61,58,55,30,99,64,60,67,Mechanical Engineering
43,60,85,73,65,66,38,57,18,48,Robotics / Automation
92,62,80,62,33,45,50,54,38,61,Robotics / Automation
60,70,60,47,56,96,60,50,59,90,Electrical Engineering
72,73,89,91,43,77,66,75,47,84,Civil Engineering
93,82,74,52,30,31,45,83,46,77,Civil Engineering
77,80,91,87,25,12,49,62,90,47,Electronics & Communication
93,56,65,82,10,62,84,26,82,83,Electronics & Communication
92,69,68,87,59,78,52,24,28,36,Electrical Engineering
58,96,56,40,26,67,63,73,32,59,Civil Engineering
75,97,78,88,50,99,12,88,66,57,Civil Engineering
75,69,46,40,42,97,44,27,19,46,Data Science / AI
77,91,75,86,48,65,94,57,10,53,Mechanical Engineering
98,76,68,60,35,47,73,69,80,30,Robotics / Automation
100,79,55,53,54,73,82,69,27,77,Mechanical Engineering
93,56,97,40,76,47,99,93,16,88,Software Development
96,79,71,71,36,39,93,88,77,47,Mechanical Engineering
100,82,56,44,47,67,81,97,28,61,Mechanical Engineering
77,71,47,74,66,92,29,98,17,64,Civil Engineering
66,72,80,100,50,18,60,72,61,86,Civil Engineering
88,61,75,76,11,60,35,62,90,58,Electrical Engineering
55,77,97,75,76,64,35,10,24,38,Cybersecurity
51,72,51,90,29,13,16,96,76,67,Civil Engineering
82,69,65,71,74,44,26,59,42,99,Cloud / DevOps
75,60,49,95,36,37,64,67,96,78,Electrical Engineering
69,74,74,80,75,31,98,79,87,81,Robotics / Automation
57,46,61,82,91,20,99,36,58,31,Civil Engineering
64,66,100,41,91,96,42,87,46,85,Civil Engineering
63,100,69,62,86,27,13,81,57,83,Civil Engineering
92,72,64,78,45,82,16,24,34,48,Mechanical Engineering
65,56,68,56,89,57,21,82,37,77,Software Development
75,77,82,95,93,10,19,23,52,67,Cloud / DevOps
68,79,77,80,24,70,54,77,98,37,Electrical Engineering
67,56,77,44,37,77,75,83,91,34,Electronics & Communication
70,40,49,59,42,91,18,17,46,37,Mechanical Engineering
91,82,61,88,40,18,54,61,59,95,Civil Engineering
88,69,49,71,19,97,37,52,34,96,Data Science / AI
73,53,75,80,45,75,92,37,71,69,Electronics & Communication
81,76,80,71,50,55,74,16,35,35,Mechanical Engineering
78,66,61,99,23,61,76,50,58,66,Robotics / Automation
44,85,60,61,24,72,67,80,43,34,Civil Engineering
78,49,57,59,21,87,14,29,69,43,Electrical Engineering
71,59,94,100,87,77,98,81,92,56,Cloud / DevOps
44,80,82,84,99,23,65,21,23,76,Electronics & Communication
65,68,58,67,59,64,76,64,24,40,Robotics / Automation
56,70,47,71,59,66,55,84,76,55,Civil Engineering
56,75,59,80,94,35,30,62,18,90,Software Development
91,95,40,59,51,13,52,78,36,77,Civil Engineering
70,78,45,57,34,42,55,92,79,38,Electronics & Communication
76,73,75,82,64,51,66,100,29,99,Civil Engineering
80,74,70,86,57,41,56,40,41,95,Cybersecurity
41,95,40,55,46,30,59,61,94,48,Data Science / AI
71,82,40,74,69,99,71,52,81,35,Mechanical Engineering
86,86,59,69,97,52,79,44,64,84,Cloud / DevOps
65,66,54,58,87,36,10,35,10,49,Electronics & Communication
81,73,77,78,53,36,30,69,32,91,Electrical Engineering
85,85,43,59,65,85,81,92,38,62,Robotics / Automation
71,71,59,91,18,91,57,100,17,51,Civil Engineering
100,74,71,90,50,26,76,57,48,84,Mechanical Engineering
47,72,84,63,40,10,79,69,34,30,Robotics / Automation
56,69,69,58,26,11,91,68,38,51,Robotics / Automation
100,64,52,73,70,70,68,24,25,94,Mechanical Engineering
88,72,77,59,27,50,26,98,71,94,Electronics & Communication
97,80,85,81,35,10,87,17,11,86,Mechanical Engineering
87,58,62,99,28,19,16,28,45,48,Cloud / DevOps
98,54,73,67,47,96,47,72,37,36,Civil Engineering
64,76,87,83,94,71,98,94,67,90,Mechanical Engineering
70,79,64,82,89,64,25,96,84,90,Electrical Engineering
95,40,81,47,58,56,100,88,65,74,Electrical Engineering
93,62,51,87,61,68,62,47,15,78,Electronics & Communication
80,57,51,71,40,34,46,44,12,32,Civil Engineering
56,56,71,57,29,30,46,27,96,78,Civil Engineering
81,94,67,77,35,68,89,35,98,53,Mechanical Engineering
100,54,87,94,21,84,19,43,41,31,Robotics / Automation
87,91,74,64,12,56,98,46,71,61,Robotics / Automation
91,88,86,75,16,24,52,73,91,44,Electrical Engineering
64,74,84,93,52,14,99,22,15,38,Robotics / Automation
68,76,50,92,100,29,63,11,13,94,Software Development
63,83,52,93,27,61,54,81,83,56,Civil Engineering
79,60,80,64,95,43,69,53,86,88,Data Science / AI
86,67,44,57,38,50,46,74,74,56,Electronics & Communication
68,92,83,100,72,21,86,33,23,66,Robotics / Automation
99,63,67,67,70,82,21,42,59,61,Electronics & Communication
64,44,69,51,62,91,59,46,96,60,Cybersecurity
74,100,62,78,12,36,21,73,98,47,Electronics & Communication
88,76,74,68,64,56,28,76,28,69,Civil Engineering
71,57,82,43,60,78,52,43,85,51,Electronics & Communication
89,50,84,68,95,26,47,10,15,34,Data Science / AI
56,80,83,67,12,79,60,95,16,41,Civil Engineering
85,40,50,98,48,95,58,12,50,41,Software Development
71,44,59,58,81,53,45,36,28,93,Software Development
72,66,72,73,61,93,35,17,92,55,Electrical Engineering
95,78,76,95,50,63,93,37,58,55,Mechanical Engineering
69,53,88,77,21,17,17,14,85,36,Electrical Engineering
77,62,60,90,18,80,66,76,24,30,Mechanical Engineering
89,83,81,85,78,15,32,77,92,59,Cybersecurity
76,69,88,68,99,45,18,52,79,53,Software Development
80,59,60,70,89,39,16,43,100,58,Cloud / DevOps
62,83,49,76,63,64,21,41,63,80,Cybersecurity
76,44,63,79,78,92,13,75,20,47,Data Science / AI
81,68,80,73,96,91,64,76,18,74,Cybersecurity
75,75,83,62,68,99,42,68,10,74,Cloud / DevOps
67,61,65,100,19,21,14,54,97,100,Electrical Engineering
83,55,60,81,96,41,11,88,65,93,Data Science / AI
61,61,90,63,87,67,89,74,47,47,Data Science / AI
89,90,58,58,81,84,25,49,27,84,Data Science / AI
70,55,71,71,70,62,55,92,13,43,Electrical Engineering
80,92,82,83,72,64,71,98,22,95,Robotics / Automation
45,78,95,40,71,60,26,94,77,99,Civil Engineering
85,69,57,89,37,62,40,65,79,97,Electronics & Communication
100,83,64,58,13,21,93,60,91,50,Robotics / Automation
77,85,64,69,61,32,85,30,33,84,Robotics / Automation
100,88,87,48,65,66,75,98,75,31,Mechanical Engineering
64,73,54,100,67,92,60,20,60,71,Cybersecurity
96,63,96,74,33,80,92,87,96,98,Electrical Engineering
100,74,78,100,69,47,84,84,40,70,Mechanical Engineering
94,79,67,84,27,51,53,89,71,91,Electronics & Communication
62,74,53,42,29,65,51,87,73,78,Civil Engineering
75,90,83,73,47,13,80,34,81,77,Mechanical Engineering
100,63,41,40,50,13,19,100,47,45,Robotics / Automation
57,84,60,83,23,59,52,71,80,54,Civil Engineering
99,55,77,84,83,18,27,85,55,80,Cybersecurity
62,92,65,68,21,78,78,66,20,44,Robotics / Automation
100,79,83,99,77,64,15,17,93,76,Software Development
65,90,62,65,10,87,33,43,44,53,Electronics & Communication
70,62,82,79,67,81,72,54,91,89,Electrical Engineering
67,82,65,69,90,39,92,12,28,55,Mechanical Engineering
75,78,75,68,25,23,29,53,91,31,Electrical Engineering
87,68,60,48,92,74,60,90,14,93,Cybersecurity
89,72,73,93,31,83,12,61,94,74,Electrical Engineering
67,51,71,80,33,30,39,34,62,56,Data Science / AI
71,94,40,95,91,81,12,59,31,35,Software Development
86,78,40,98,73,91,35,12,27,63,Cybersecurity
59,64,67,82,59,93,100,64,27,63,Robotics / Automation
84,85,82,79,56,40,70,91,46,33,Civil Engineering
81,55,58,91,99,51,73,98,21,65,Cybersecurity
87,82,62,91,60,94,86,57,62,93,Robotics / Automation
57,88,66,100,16,58,79,73,36,76,Robotics / Automation
52,98,64,68,42,57,38,42,52,38,Mechanical Engineering
77,61,68,61,58,93,64,80,78,83,Electronics & Communication
64,79,56,61,75,35,95,44,74,55,Robotics / Automation
54,64,89,59,81,39,94,55,93,100,Electrical Engineering
64,74,64,100,90,30,63,73,37,85,Civil Engineering
72,77,84,91,60,48,76,50,40,49,Mechanical Engineering
78,69,100,73,94,68,70,56,77,90,Software Development
68,62,44,89,75,87,47,41,30,82,Electronics & Communication
40,71,66,100,37,94,93,42,48,61,Robotics / Automation
47,58,67,71,86,98,53,78,14,75,Software Development
66,70,51,81,49,50,17,56,14,52,Electronics & Communication
40,71,60,93,44,61,69,31,11,36,Robotics / Automation
100,67,90,69,35,45,32,87,35,35,Civil Engineering
60,98,77,75,99,69,67,39,72,48,Civil Engineering
85,76,68,51,44,91,54,95,90,30,Electrical Engineering
70,81,68,91,81,13,18,63,27,72,Electronics & Communication
80,58,50,72,54,24,55,14,96,46,Electrical Engineering
67,77,59,63,48,53,12,94,33,42,Civil Engineering
90,74,59,75,49,36,53,39,18,47,Robotics / Automation
95,76,78,61,86,43,97,97,96,59,Data Science / AI
90,100,58,53,72,89,52,34,20,42,Data Science / AI
77,85,68,56,28,40,94,55,83,33,Robotics / Automation
73,80,63,85,31,61,55,33,68,63,Cybersecurity
92,75,69,89,80,65,96,58,33,74,Software Development
62,57,66,66,98,16,77,56,73,58,Electronics & Communication
62,99,100,68,34,80,96,54,54,67,Robotics / Automation
76,69,86,98,20,43,90,65,15,40,Cloud / DevOps
48,79,50,100,51,22,20,71,95,68,Civil Engineering
81,59,66,69,54,55,50,97,38,88,Software Development
82,87,52,100,63,27,70,33,79,43,Electronics & Communication
99,58,71,100,68,35,41,66,42,79,Data Science / AI
93,66,82,100,27,21,95,50,70,77,Electrical Engineering
76,62,72,79,31,64,42,22,32,84,Software Development
67,78,51,63,75,42,77,25,75,86,Robotics / Automation
86,45,83,40,30,11,85,89,17,84,Cloud / DevOps
49,64,74,98,20,87,65,40,12,60,Civil Engineering
75,68,78,59,19,65,73,17,49,72,Software Development
77,54,71,72,52,88,85,79,28,46,Electrical Engineering
62,74,72,96,66,39,96,22,32,57,Robotics / Automation
50,70,58,90,39,77,81,77,14,69,Civil Engineering
86,79,59,90,74,54,21,94,47,49,Civil Engineering
52,45,50,74,17,28,57,87,41,81,Mechanical Engineering
85,40,89,77,56,15,96,28,80,52,Electrical Engineering
51,73,86,85,23,41,42,26,70,76,Civil Engineering
91,51,63,58,66,58,69,33,87,38,Electrical Engineering
100,81,100,66,52,47,85,13,46,63,Mechanical Engineering
64,69,90,68,20,76,100,35,92,68,Cloud / DevOps
76,73,70,63,65,88,57,38,20,34,Cybersecurity
72,69,69,91,95,84,71,71,25,43,Cybersecurity
100,59,64,60,12,62,28,97,84,44,Electronics & Communication
77,63,73,94,87,26,59,53,18,87,Data Science / AI
40,79,63,83,30,75,24,64,28,40,Software Development
61,89,83,85,74,72,39,89,29,50,Civil Engineering
86,60,60,88,22,85,80,41,60,39,Civil Engineering
63,93,65,84,66,37,96,68,65,91,Mechanical Engineering
100,61,71,93,13,55,27,82,75,87,Electronics & Communication
89,67,62,70,10,66,92,47,54,40,Civil Engineering
96,67,71,67,35,17,42,45,50,36,Software Development
85,74,54,57,32,10,26,92,58,96,Civil Engineering
45,59,81,98,41,81,73,81,88,34,Cloud / DevOps
85,80,68,88,49,91,54,17,31,70,Electronics & Communication
79,99,68,99,61,67,60,16,40,36,Mechanical Engineering
88,83,40,91,11,87,36,44,62,88,Civil Engineering
73,65,47,74,48,90,18,78,28,60,Electrical Engineering
75,52,47,83,79,74,22,15,19,61,Data Science / AI
88,74,87,73,67,32,19,16,50,42,Cloud / DevOps
74,58,46,100,41,45,58,17,22,99,Mechanical Engineering
91,51,72,73,30,29,10,22,40,98,Electronics & Communication
70,65,75,89,31,56,40,32,14,100,Cloud / DevOps
81,70,67,91,97,19,96,59,76,45,Cloud / DevOps
81,73,69,81,38,63,11,40,78,41,Electronics & Communication
67,84,53,67,41,58,86,11,69,95,Robotics / Automation
84,55,46,76,92,72,64,71,33,35,Software Development
49,52,81,71,12,55,26,20,42,42,Software Development
94,53,68,82,70,11,68,24,65,60,Mechanical Engineering
57,87,77,46,81,56,13,93,95,98,Civil Engineering
74,77,61,48,87,51,23,33,37,88,Software Development
79,100,64,100,77,57,20,24,84,40,Cybersecurity
63,75,81,74,92,48,56,43,56,83,Robotics / Automation
70,82,98,80,28,88,60,54,53,79,Data Science / AI
67,69,100,77,86,33,68,64,73,40,Electrical Engineering
66,54,42,81,66,67,97,24,98,94,Electronics & Communication
84,66,69,53,28,64,40,84,55,81,Civil Engineering
76,79,61,100,23,27,61,58,66,99,Cloud / DevOps
62,76,82,73,13,57,56,73,36,88,Civil Engineering
72,50,90,71,22,35,79,77,71,66,Electrical Engineering
83,82,60,71,31,27,37,97,93,66,Electronics & Communication
95,55,100,61,18,48,48,60,58,52,Robotics / Automation
57,73,100,40,64,36,37,10,47,44,Data Science / AI
72,79,70,81,68,63,22,97,48,52,Civil Engineering
64,63,67,54,90,95,23,57,33,67,Electronics & Communication
74,66,62,80,39,24,86,60,78,83,Electrical Engineering
47,68,100,55,63,43,71,13,42,79,Civil Engineering
94,72,60,51,58,78,82,59,85,95,Robotics / Automation
77,93,64,73,12,37,58,80,81,59,Electrical Engineering
90,77,46,76,13,45,79,38,72,59,Robotics / Automation
97,71,40,81,39,98,20,54,83,53,Electrical Engineering
72,44,44,92,100,86,24,94,92,51,Cloud / DevOps
64,58,69,63,17,59,52,86,38,65,Data Science / AI
76,68,52,65,15,43,16,58,97,48,Electrical Engineering
81,72,68,100,20,79,67,31,26,95,Cybersecurity
85,84,67,78,45,71,25,76,34,32,Civil Engineering
68,83,68,79,21,78,24,67,99,81,Electrical Engineering
77,71,100,63,71,52,96,67,77,96,Robotics / Automation
64,82,61,69,83,71,46,84,88,87,Civil Engineering
